POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,Transfer Type,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,Description,QUANTITY,UNIT,RATE,SO ID,SO Creation Date,SO Due Date,U_DocStatus,U_SOTYPE,BP CATEGORY,Document Type,TRANSPORTER NAME,U_GRNNO,U_AssetClass,Customer Type,U_TRINPD
31-12-2019,31-12-2019,31-12-2019,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,3500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
31-12-2019,31-12-2019,31-12-2019,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
31-12-2019,31-12-2019,31-12-2019,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,3500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
31-12-2019,31-12-2019,31-12-2019,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,3500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
01-01-2020,01-01-2020,01-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
01-01-2020,01-01-2020,01-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
01-01-2020,01-01-2020,01-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
01-01-2020,01-01-2020,01-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
01-01-2020,01-01-2020,01-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
02-01-2020,02-01-2020,02-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
02-01-2020,02-01-2020,02-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
02-01-2020,02-01-2020,02-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
02-01-2020,02-01-2020,02-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
02-01-2020,02-01-2020,02-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
03-01-2020,03-01-2020,03-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
03-01-2020,03-01-2020,03-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
03-01-2020,03-01-2020,03-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
03-01-2020,03-01-2020,03-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
03-01-2020,03-01-2020,03-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
04-01-2020,04-01-2020,04-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/4,29-11-2019,10-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
04-01-2020,04-01-2020,04-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/4,29-11-2019,10-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
04-01-2020,04-01-2020,04-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
04-01-2020,04-01-2020,04-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,340,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
06-01-2020,06-01-2020,06-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,UP01,Company India G.Noida-Old,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),310,Nos,370,2019/1879,06-01-2020,13-01-2020,C,Rent,Beverage,Allot,Customer Transport,,Belts & Wedges,,
07-01-2020,07-01-2020,07-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Repair,CompanyOUT,1500,Company Transport borne by customer,Wooden Planks,C150000024,1000x100x25 mm SW,350,Nos,58.15,2019/1448,30-12-2019,05-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,
07-01-2020,07-01-2020,07-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Repair,CompanyOUT,1500,Company Transport borne by customer,Wooden Planks,C150000008,1200x100x25 mm SW,350,Nos,66,2019/1448,30-12-2019,05-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,
07-01-2020,07-01-2020,07-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Repair,CompanyOUT,1500,Company Transport borne by customer,Wooden Planks,C150000051,175x89x95,200,Nos,29.25,2019/1448,30-12-2019,05-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,
07-01-2020,07-01-2020,07-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Repair,CompanyOUT,1500,Company Transport borne by customer,Consumables,C180000413,SAW BLADE,50,Nos,62,2019/1448,30-12-2019,05-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,
07-01-2020,07-01-2020,07-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Repair,CompanyOUT,1500,Company Transport borne by customer,Wooden Planks,C150000011,1000x100x20mm SW,350,Nos,42.41,2019/1448,30-12-2019,05-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,
07-01-2020,07-01-2020,07-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Repair,CompanyOUT,1500,Company Transport borne by customer,Consumables,C180000407,Nails - 90 mm Ring Shank,5,Nos,2625,2019/1448,30-12-2019,05-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,
13-01-2020,13-01-2020,13-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Repair,CompanyOUT,1500,Company Transport borne by customer,Wooden Planks,C150000011,1000x100x20mm SW,500,Nos,42.41,2019/2148,13-01-2020,20-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,
13-01-2020,13-01-2020,13-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Repair,CompanyOUT,1500,Company Transport borne by customer,Wooden Planks,C150000024,1000x100x25 mm SW,500,Nos,58.15,2019/2148,13-01-2020,20-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,
18-01-2020,18-01-2020,18-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2019/2386,18-01-2020,18-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
18-01-2020,18-01-2020,18-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2019/2386,18-01-2020,18-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
18-01-2020,18-01-2020,18-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2019/2386,18-01-2020,18-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
24-01-2020,24-01-2020,24-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
24-01-2020,24-01-2020,24-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
24-01-2020,24-01-2020,24-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
24-01-2020,24-01-2020,24-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
24-01-2020,24-01-2020,24-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,300,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
25-01-2020,25-01-2020,25-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,144,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
25-01-2020,25-01-2020,25-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
25-01-2020,25-01-2020,25-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,330,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
25-01-2020,25-01-2020,25-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,186,Nos,2060,2019/680,10-12-2019,17-12-2019,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
25-01-2020,25-01-2020,25-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
25-01-2020,25-01-2020,25-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2643,24-01-2020,25-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
30-01-2020,30-01-2020,30-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2895,30-01-2020,30-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
30-01-2020,30-01-2020,30-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2895,30-01-2020,30-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
30-01-2020,30-01-2020,30-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2895,30-01-2020,30-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
31-01-2020,31-01-2020,31-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2964,31-01-2020,31-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
31-01-2020,31-01-2020,31-01-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,2000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/2964,31-01-2020,31-01-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
01-02-2020,01-02-2020,01-02-2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,3500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,318,Nos,2060,2019/3056,01-02-2020,01-02-2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,Wooden Pallet,,
